clip_id,video_id,track_id,start_time,end_time,duration_s,n_frames,zone,strata,near_lake,near_tree,in_group,mean_speed,clip_dir,video_path,label_status,activity_label,apparent_age_group,annotator,notes,split,mean_confidence,mean_bbox_height_px
GX020055_tr4558,GX020055,4558,1406.739,1411.143,4.404,30,park,"in_group,slow",False,False,True,5.35,clips/GX020055_tr4558,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr4584,GX020055,4584,1408.073,1413.412,5.339,26,park,"in_group,fast",False,False,True,31.87,clips/GX020055_tr4584,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,talking_socializing,adult,,,,,
GX020055_tr4644,GX020055,4644,1411.543,1422.087,10.544,66,park,"near_tree,fast",False,True,False,87.14,clips/GX020055_tr4644,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr4666,GX020055,4666,1413.545,1415.547,2.002,10,tree_2,"near_tree,moving",False,True,False,8.5,clips/GX020055_tr4666,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,not_a_person,,,,,,,
GX020055_tr4694,GX020055,4694,1416.081,1427.426,11.345,85,park,fast,False,False,False,56.81,clips/GX020055_tr4694,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,talking_socializing,adult,,,,,
GX020055_tr4715,GX020055,4715,1417.416,1430.896,13.48,93,park,"near_tree,in_group,fast",False,True,True,69.43,clips/GX020055_tr4715,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr4744,GX020055,4744,1419.018,1434.366,15.348,96,park,"in_group,slow",False,False,True,6.39,clips/GX020055_tr4744,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr4784,GX020055,4784,1425.557,1441.44,15.883,33,tree_2,"near_tree,slow",False,True,False,7.68,clips/GX020055_tr4784,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,not_a_person,,,,,,,
GX020055_tr4814,GX020055,4814,1435.701,1469.601,33.9,192,park,slow,False,False,False,5.13,clips/GX020055_tr4814,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr4863,GX020055,4863,1449.448,1456.655,7.207,15,tree_2,"near_tree,slow",False,True,False,3.84,clips/GX020055_tr4863,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,not_a_person,,,,,,,
GX020055_tr5036,GX020055,5036,1470.803,1488.687,17.884,134,park,slow,False,False,False,6.12,clips/GX020055_tr5036,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr5068,GX020055,5068,1478.677,1504.97,26.293,184,park,"near_tree,in_group,fast",False,True,True,35.68,clips/GX020055_tr5068,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr5100,GX020055,5100,1484.149,1488.954,4.805,9,park,moving,False,False,False,9.3,clips/GX020055_tr5100,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr5144,GX020055,5144,1491.357,1517.383,26.026,189,park,"near_tree,in_group,fast",False,True,True,35.3,clips/GX020055_tr5144,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr5151,GX020055,5151,1494.56,1498.297,3.737,19,park,"in_group,slow",False,False,True,7.3,clips/GX020055_tr5151,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr5165,GX020055,5165,1497.496,1525.391,27.895,202,park,"near_tree,in_group,fast",False,True,True,32.1,clips/GX020055_tr5165,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,biking,adult,,,,,
GX020055_tr5227,GX020055,5227,1513.645,1538.203,24.558,179,park,"near_tree,in_group,fast",False,True,True,59.58,clips/GX020055_tr5227,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr5429,GX020055,5429,1553.419,1555.421,2.002,12,lake,"near_lake,near_tree,slow",True,True,False,4.43,clips/GX020055_tr5429,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr5448,GX020055,5448,1555.954,1559.825,3.871,17,tree_4,"near_tree,moving",False,True,False,9.13,clips/GX020055_tr5448,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,child,,,,,
GX020055_tr5455,GX020055,5455,1558.357,1569.568,11.211,80,lake,"near_lake,near_tree,fast",True,True,False,7.84,clips/GX020055_tr5455,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,standing,adult,,,,,
GX020055_tr5488,GX020055,5488,1568.233,1572.638,4.405,23,lake,"near_lake,near_tree,fast",True,True,False,24.39,clips/GX020055_tr5488,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,talking_socializing,adult,,,,,
GX020055_tr5494,GX020055,5494,1577.042,1582.915,5.873,38,lake,"near_lake,near_tree,fast",True,True,False,51.98,clips/GX020055_tr5494,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,talking_socializing,adult,,,,,
GX020055_tr5531,GX020055,5531,1595.194,1598.263,3.069,10,tree_2,"near_tree,moving",False,True,False,10.15,clips/GX020055_tr5531,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr5534,GX020055,5534,1595.994,1599.465,3.471,21,tree_2,"near_tree,moving",False,True,False,10.86,clips/GX020055_tr5534,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,not_a_person,,,,,,,
GX020055_tr5647,GX020055,5647,1624.69,1638.57,13.88,67,lake,"near_lake,near_tree,fast",True,True,False,55.29,clips/GX020055_tr5647,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,walking,adult,,,,,
GX020055_tr5681,GX020055,5681,1627.359,1630.562,3.203,20,lake,"near_lake,near_tree,fast",True,True,False,46.68,clips/GX020055_tr5681,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr5819,GX020055,5819,1638.704,1657.122,18.418,105,park,"near_tree,fast",False,True,False,49.62,clips/GX020055_tr5819,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr5849,GX020055,5849,1641.773,1644.309,2.536,19,park,fast,False,False,False,32.33,clips/GX020055_tr5849,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr5914,GX020055,5914,1648.046,1653.252,5.206,31,park,fast,False,False,False,74.04,clips/GX020055_tr5914,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,running,adult,,,,,
GX020055_tr5956,GX020055,5956,1652.985,1655.921,2.936,8,tree_3,"near_tree,slow",False,True,False,4.88,clips/GX020055_tr5956,/orange/ufdatastudios/chenz1/depotData/east/GX020055.MP4,valid,biking,adult,,,,,
